ime,ulica,mesto,posta,regija,koordinate,center,dolzina,trajanje,pot
"VULKANIZERSTVO HARI IN LEBAR, GREGOR HARI S.P.",Cankarjeva ulica 18,Beltinci,9231 Beltinci,POMURSKA,46.13475644;14.59370074,0,28.33,18,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;7.64--DOMŽALE;0.11--PRIKLJUČEK DOMŽALE;0.1--ZABORŠT;0.29--KRUMPERŠKA ULICA;0.59--POT ZA BISTRICO;0.29--KOPALIŠKA CESTA;0.32--CESTA TALCEV;0.04--VODNIKOVA ULICA;0.03--KARANTANSKA CESTA;0.34--SAVSKA CESTA;0.32--CANKARJEVA ULICA;0.07
VULKANIZERSTVO MIRAN ŠČAVNIČAR S.P.,Nunska Graba 11,Nunska Graba,9240 Ljutomer,POMURSKA,46.50614755;16.22755221,0,192.29,109,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;121.57--A5;37.52--VUČJA VAS;0.12--PRIKLJUČEK VUČJA VAS;0.19--BUČEČOVCI;1.0--STARA NOVA VAS;1.28--ILJAŠEVCI;0.81--KRIŽEVCI PRI LJUTOMERU;1.47--BORECI;0.27--KLJUČAROVCI PRI LJUTOMERU;0.91--LUKAVCI;1.52--NORŠINCI PRI LJUTOMERU;2.16--BABINCI;0.01--NORŠINCI PRI LJUTOMERU;0.02--KOLODVORSKA ULICA;0.14--LJUTOMER;0.03--KOLODVORSKA ULICA;1.02--PREŠERNOVA ULICA;0.65--SLAVKA OSTERCA ULICA;0.28--RAJH NADE ULICA;0.17--ORMOŠKA CESTA;0.74--LENDAVSKA CESTA;0.55--STROČJA VAS;1.42--NUNSKA GRABA;0.26
AC MAKOTER D.O.O.AVTOSALON PREŠERNOVA,Prešernova ulica 25,Ljutomer,9240 Ljutomer,POMURSKA,46.52375741;16.19317356,0,188.47,104,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;121.57--A5;37.52--VUČJA VAS;0.12--PRIKLJUČEK VUČJA VAS;0.19--BUČEČOVCI;1.0--STARA NOVA VAS;1.28--ILJAŠEVCI;0.81--KRIŽEVCI PRI LJUTOMERU;1.47--BORECI;0.27--KLJUČAROVCI PRI LJUTOMERU;0.91--LUKAVCI;1.52--NORŠINCI PRI LJUTOMERU;2.16--BABINCI;0.01--NORŠINCI PRI LJUTOMERU;0.02--KOLODVORSKA ULICA;0.14--LJUTOMER;0.03--KOLODVORSKA ULICA;1.02--PREŠERNOVA ULICA;0.25
"POPRAVILO TEHTNIC, TAHOGRAFOV IN VULKANIZERSTVO ŠLIHTHUBER ŠTEFAN S.P.",Obrtna ulica 17,Murska Sobota,9000 Murska Sobota,POMURSKA,46.66881067;16.17609663,0,188.93,103,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;121.57--A5;43.76--MURSKA SOBOTA;0.25--PRIKLJUČEK MURSKA SOBOTA;0.2--BAKOVCI;0.36--;0.46--BAKOVSKA ULICA;2.14--GREGORČIČEVA ULICA;0.13--CANKARJEVA ULICA;0.03--PANONSKA ULICA;0.24--INDUSTRIJSKA ULICA;0.99--LENDAVSKA ULICA;0.31--MARKIŠAVSKA ULICA;0.09--OBRTNA ULICA;0.2
"RENARK, POSREDNIŠTVO, TRGOVINA IN STORITVE, D.O.O.",Ulica Štefana Kovača 2 A,Turnišče,9224 Turnišče,POMURSKA,46.61490733;16.32037455,0,198.22,105,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;121.57--A5;57.21--TURNIŠČE;0.18--PRIKLJUČEK TURNIŠČE;0.19--GOMILICA;0.1--TURNIŠČE;0.69--;0.09
"TIP SERVIS, TRGOVINA IN STORITVE D.O.O.PE SERVIS GORNJI LAKOŠ",Glavna ulica 73,Gornji Lakoš - Felsolakos,9220 Lendava - Lendva,POMURSKA,46.56834282;16.44982465,0,213.0,114,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;121.57--A5;70.56--LENDAVA;0.11--PRIKLJUČEK LENDAVA;0.09--DOLNJI LAKOŠ;0.08--LENDAVA;0.48--KOLODVORSKA ULICA;0.96--TRG LJUDSKE PRAVICE;0.19--GLAVNA ULICA;0.76
TRGOVINA IN SERVIS GEAL BORUT GERGEK S.P.,Puconci 77,Puconci,9201 Puconci,POMURSKA,46.70527093;16.15429069,0,193.95,108,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;121.57--A5;43.76--MURSKA SOBOTA;0.25--PRIKLJUČEK MURSKA SOBOTA;0.2--BAKOVCI;0.36--MURSKA SOBOTA;1.74--KROŠKA ULICA;1.03--CANKARJEVA ULICA;0.11--ULICA MIKLOŠA KUZMIČA;0.6--SEVERJEVA ULICA;0.26--CIRIL METODOVA ULICA;0.34--KOPALIŠKA ULICA;1.41--MARKIŠAVCI;2.59--PUCONCI;1.53
CIZERL D.O.O.,Nasipna ulica 61,Maribor,2000 Maribor,PODRAVSKA,46.54585916;15.65380284,0,134.75,72,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;108.26--A4;0.12--RAZCEP SLIVNICA;0.8--SLIVNICA PRI MARIBORU;0.36--SPODNJE HOČE;2.33--BOHOVA;0.95--TRŽAŠKA CESTA;3.04--TITOVA CESTA;0.23--NASIPNA ULICA;0.46
VULCO-ZAVERSKI BRANKO S.P.,Titova cesta 48,Maribor,2000 Maribor,PODRAVSKA,46.54495288;15.64862832,0,134.83,71,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;108.26--A4;0.12--RAZCEP SLIVNICA;0.8--SLIVNICA PRI MARIBORU;0.36--SPODNJE HOČE;2.33--BOHOVA;0.95--TRŽAŠKA CESTA;3.04--TITOVA CESTA;0.77
TDS - SONJA ŠPRAH S.P.,Borcev za severno mejo 4,Maribor,2000 Maribor,PODRAVSKA,46.54740069;15.65641637,0,135.68,72,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;108.26--A4;0.12--RAZCEP SLIVNICA;0.8--SLIVNICA PRI MARIBORU;0.36--SPODNJE HOČE;2.33--BOHOVA;0.95--TRŽAŠKA CESTA;1.47--HITRA CESTA;2.46--MARIBOR - POBREŽJE;0.23--KOSOVELOVA ULICA;0.06--;0.19--BORCEV ZA SEVERNO MEJO;0.26
AC ERIK D.O.O.,Radehova 11,Radehova,2230 Lenart v Slovenskih Goricah,PODRAVSKA,46.56763989;15.85858265,0,157.63,82,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;121.57--A5;16.04--SPODNJA SENARSKA;0.21--PRIKLJUČEK SPODNJA SENARSKA;0.09--ZGORNJA SENARSKA;0.33--PTUJSKA CESTA;1.05--RADEHOVA;0.13
"AVTO GOLEC, PRODAJA IN SERVISIRANJE VOZIL, D.O.O.",Žolgarjeva ulica 6,Slovenska Bistrica,2310 Slovenska Bistrica,PODRAVSKA,46.38656447;15.56999558,0,114.35,60,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;95.28--SLOVENSKA BISTRICA - JUG;0.14--PRIKLJUČEK SLOVENSKA BISTRICA JUG;0.74
"AVTO JURIČ, PRODAJA, SERVISIRANJE VOZIL, TRGOVINA, POSREDNIŠTVO IN STORITVE, D.O.O.",Industrijska ulica 4,Slovenska Bistrica,2310 Slovenska Bistrica,PODRAVSKA,46.38778099;15.57501403,0,114.62,61,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;95.28--SLOVENSKA BISTRICA - JUG;0.14--PRIKLJUČEK SLOVENSKA BISTRICA JUG;0.55--ŽOLGARJEVA ULICA;0.15--PLEČNIKOVA ULICA;0.31
"AVTO PEM, PEM IRENA S.P.",Čadram 22 A,Čadram,2317 Oplotnica,PODRAVSKA,46.38850625;15.46035623,0,113.85,66,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;86.45--SLOVENSKE KONJICE;0.11--PRIKLJUČEK SLOVENSKE KONJICE;0.62--TEPANJE;1.27--NOVO TEPANJE;0.77--;0.68--NOVO TEPANJE;0.32--POBREŽ;1.4--DOBRIŠKA VAS;0.81--;1.17--GMAJNA;0.67--PARTIZANSKA CESTA;0.32--ČADRAM;1.06
AVTO PNEUMATIC CENTER MITJA PUŠNIK S.P.,Spodnja Selnica 8,Spodnja Selnica,2352 Selnica ob Dravi,PODRAVSKA,46.55532306;15.51252972,0,147.58,83,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;108.26--A4;0.12--RAZCEP SLIVNICA;0.8--SLIVNICA PRI MARIBORU;0.36--SPODNJE HOČE;2.33--BOHOVA;0.95--TRŽAŠKA CESTA;2.72--PTUJSKA CESTA;0.01--CESTA PROLETARSKIH BRIGAD;1.98--BOROVA VAS;0.69--ULICA HEROJA ŠERCERJA;1.13--KOROŠKI MOST;0.27--MARIBOR;0.18--GOSPOSVETSKA CESTA;0.45--KOROŠKA CESTA;1.34--CELOVŠKA CESTA;2.96--MARIBORSKA CESTA;1.4--SREDNJE;0.17--SPODNJI SLEMEN;3.01--ZGORNJA SELNICA;0.16--SPODNJA SELNICA;0.09
"AVTO SKRBIŠ, TRGOVINA, SERVIS IN DRUGE STORITVE D.O.O.",Spodnja Polskava 102,Spodnja Polskava,2331 Pragersko,PODRAVSKA,46.41029399;15.63751719,0,121.11,65,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;97.9--SLOVENSKA BISTRICA - SEVER;0.2--PRIKLJUČEK SLOVENSKA BISTRICA - SEVER;0.5--POKOŠE;1.5--SPODNJA POLSKAVA;1.26--PRAGERSKO;0.24--SPODNJA POLSKAVA;1.31
AVTO VIP AVTO VZDRŽEVANJE IN POSREDNIŠTVO ZVONE PEPELNAK S.P.,Štatenberg 54 A,Štatenberg,2321 Makole,PODRAVSKA,46.3272523;15.65623808,0,126.6,75,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;95.28--SLOVENSKA BISTRICA - JUG;0.14--PRIKLJUČEK SLOVENSKA BISTRICA JUG;0.55--ŽOLGARJEVA ULICA;0.7--;0.23--KOLODVORSKA ULICA;0.64--LOKANJA VAS;1.17--;0.23--LOKANJA VAS;0.91--ČREŠNJEVEC;0.09--;1.29--LAPORJE;1.42--KOČNO OB LOŽNICI;1.7--DRUMLAŽNO;0.35--JEŠOVEC;1.23--ŠTATENBERG;2.49
AVTOCENTER ŽIVČEC D.O.O.,Limbuška cesta 78,Maribor,2000 Maribor,PODRAVSKA,46.55723376;15.6159866,0,137.64,75,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;108.26--A4;0.12--RAZCEP SLIVNICA;0.8--SLIVNICA PRI MARIBORU;0.36--SPODNJE HOČE;2.33--BOHOVA;0.95--TRŽAŠKA CESTA;2.72--PTUJSKA CESTA;0.01--CESTA PROLETARSKIH BRIGAD;1.98--BOROVA VAS;0.69--ULICA HEROJA ŠERCERJA;0.22--ŠARHOVA ULICA;0.6--KAMENŠKOVA ULICA;0.1--ERJAVČEVA ULICA;0.07--FRANKOPANOVA ULICA;0.23
"AVTOLIČARSTVO- AVTOKLEPARSTVO, ŠTEFAN TAJNIKAR S.P.",Zgornja Ložnica 71,Zgornja Ložnica,2316 Zgornja Ložnica,PODRAVSKA,46.38194424;15.50789579,0,119.91,66,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;95.28--SLOVENSKA BISTRICA - JUG;0.14--PRIKLJUČEK SLOVENSKA BISTRICA JUG;0.8--LJUBLJANSKA CESTA;1.82--SPODNJA LOŽNICA;2.12--ZGORNJA LOŽNICA;1.56
AVTOLIČARSTVO JOŽE RAGOLIČ S.P.,Kozjak nad Pesnico 17 G,Kozjak nad Pesnico,2201 Zgornja Kungota,PODRAVSKA,46.60964974;15.63731364,0,145.98,77,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;123.43--MARIBOR - SEVER;0.28--RONDO PESNICA;0.34--DOLNJA POČEHOVA;0.29--PESNICA;0.11--PRIKLJUČEK PESNICA;0.04--ŠENTILJSKA CESTA;0.25--DOLNJA POČEHOVA;1.35--ROŠPOH - DEL;1.71
AVTOMEHANIK RUDOLF PERKO S.P.,Plintovec 23 A,Plintovec,2201 Zgornja Kungota,PODRAVSKA,46.63845079;15.62709876,0,149.66,81,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;123.43--MARIBOR - SEVER;0.28--RONDO PESNICA;0.34--DOLNJA POČEHOVA;0.29--PESNICA;0.11--PRIKLJUČEK PESNICA;0.04--ŠENTILJSKA CESTA;0.25--DOLNJA POČEHOVA;1.35--ROŠPOH - DEL;1.29--PESNICA;0.01--KOZJAK NAD PESNICO;1.04--GRADIŠKA;0.56--KOZJAK NAD PESNICO;1.27--PLINTOVEC;1.22
"AVTOPRALNICA, DEMONTAŽA IN MONTAŽA PNEVMATIK ŽUNKO MARJANA S.P.",Ruska ulica 2,Maribor,2000 Maribor,PODRAVSKA,46.53302886;15.66642423,0,134.19,70,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;113.37--MARIBOR - CENTER;0.23--PRIKLJUČEK PTUJSKA CESTA;0.2--PTUJSKA CESTA;2.19
"AVTOSERVIS IN VULKANIZERSTVO, SREČKO KUHAR S.P.",Polenšak 28,Polenšak,2257 Polenšak,PODRAVSKA,46.47424717;15.99910738,0,162.95,92,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;108.26--A4;18.87--RAZCEP DRAŽENCI;0.62--OBVOZNICA;2.75--PUHOV MOST;0.46--OBVOZNICA;0.55--ORMOŠKA CESTA;0.05--PUHOVA ULICA;1.18--DORNAVSKA CESTA;0.93--PTUJ;1.12--PODVINCI;1.63--DORNAVA;2.53--MOSTJE;1.34--KUKAVA;0.31--HLAPONCI;3.85--POLENŠAK;0.3
"AVTOSERVIS,VULKANIZERSTVO,POPRAVILO KAROSERIJ, SILVO DAJČMAN S.P.",Selnica ob Muri 55 B,Selnica ob Muri,2215 Ceršak,PODRAVSKA,46.6899161;15.70390585,0,158.0,84,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;133.16--ŠENTILJ;0.2--PRIKLJUČEK ŠENTILJ;0.33--ŠENTILJ V SLOV. GORICAH;0.06--POT NA NOVINE;0.16--MAJSKA ULICA;0.07--SLADKOGORSKA CESTA;1.06--NOVINE;0.2--ŠENTILJSKA CESTA;1.03--SELNICA OB MURI;0.34--PREČNA ULICA;0.26--SLADKOGORSKA CESTA;0.46--SELNICA OB MURI;2.48
AVTO-STORITVE SAŠA JAKOPIN S.P.,Mariborska cesta 37,Rače,2327 Rače,PODRAVSKA,46.61371922;15.23073598,0,145.65,97,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.98--VELIKA PIREŠICA;2.9--STUDENCE;2.65--ČRNOVA;1.89--VINSKA GORA;1.5--PIREŠICA;1.09--LIPJE;0.08--ČRNOVA;0.6--BEVČE;0.77--CELJSKA CESTA;0.8--KOŽELJSKEGA ULICA;0.33--CESTA IV;0.06--CESTA III;0.08--CESTA II;0.07--CESTA I;0.09--GORIŠKA CESTA;0.27--ŠALEK;0.15--PREDOR ŠALEK;0.12--ŠALEK;1.03--SELO;0.84--PAKA PRI VELENJU;3.83--KOZJAK;0.04--PAKA PRI VELENJU;1.26--KOZJAK;0.77--ZAVRŠE;0.51--KOZJAK;0.21--ZAVRŠE;0.24--KOZJAK;0.01--ZAVRŠE;0.13--GORNJI DOLIČ;0.42--ZAVRŠE;0.03--GORNJI DOLIČ;1.2--MOVŽE;1.71--ŠENTLENART;0.57--STRAŽE;1.13--MISLINJA;0.01--STRAŽE;1.44--MISLINJA;0.01--STRAŽE;0.16--MISLINJA;0.12--MISLINJSKA DOBRAVA;3.79--TOMAŠKA VAS;0.58--ŠMARTNO PRI SLOVENJ GRADCU;2.82--SLOVENJ GRADEC (OBVOZNICA);1.96--SLOVENJ GRADEC;0.6--GRADIŠČE;0.46--TROBLJE;0.01--GRADIŠČE;0.06--TROBLJE;0.46--PAMEČE;2.3--BUKOVSKA VAS;2.21--ŠENTJANŽ PRI DRAVOGRADU;1.37--OTIŠKI VRH;1.63--MEŽA;1.04--MARIBORSKA CESTA;1.42--SV. DUH;0.8--SV. BOŠTJAN;1.75--SV. DUH;0.91--VELKA;0.3--KOZJI VRH NAD DRAVOGRADOM;0.05--VRATA;1.75--GORTINA;2.85--MUTA;2.09--KOROŠKA CESTA;0.99--MARIBORSKA CESTA;0.71--SV. PRIMOŽ NAD MUTO;0.55--ZGORNJA VIŽINGA;1.66--DOBRAVA;0.35--OBVOZNICA RADLJE OB DRAVI;1.38--POHORSKA CESTA;0.25--MAISTROVA ULICA;0.18--MARIBORSKA CESTA;0.43--PARTIZANSKA ULICA;0.07
GUMA AMOR D.O.O.,Gregorčičeva ulica 10,Poljčane,2319 Poljčane,PODRAVSKA,46.31416303;15.58092696,0,118.73,70,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;86.45--SLOVENSKE KONJICE;0.11--PRIKLJUČEK SLOVENSKE KONJICE;0.6--TEPANJE;0.23--DRAŽA VAS;2.23--ŽIČE;2.1--LOČE;0.47--MLINSKA ULICA;0.11--LOČE;0.23--SLOMŠKOVA ULICA;0.89--MLAČE;1.06--ZBELOVO;1.18--ZBELOVSKA GORA;0.15--SPODNJE LAŽE;1.52--LUŠEČKA VAS;1.42--ČADRAMSKA VAS;0.59--POLJČANE;0.24--BISTRIŠKA CESTA;0.7--DRAVINJSKA CESTA;0.03--GREGORČIČEVA ULICA;0.21
"GUMA CENTER, KAVTIČNIK MATEJ S.P.",Šentiljska cesta 11 A,Maribor,2000 Maribor,PODRAVSKA,46.56719114;15.65845593,0,137.94,74,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;108.26--A4;0.12--RAZCEP SLIVNICA;0.8--SLIVNICA PRI MARIBORU;0.36--SPODNJE HOČE;2.33--BOHOVA;0.95--TRŽAŠKA CESTA;1.47--HITRA CESTA;3.18--POKRITI VKOP MARIBOR;0.27--MELJSKI MOST;0.24--HITRA CESTA;0.1--MARIBOR CENTER;0.35--MELJSKA CESTA;0.44--PARTIZANSKA CESTA;0.69--ŠENTILJSKA CESTA;0.08--PRAPROTNIKOVA ULICA;0.1
GUMI SERVIS IN SPLOŠNO VZDRŽEVANJE MOTORNIH VOZIL IVAN KOSI S.P.,Pušenci 4,Pušenci,2270 Ormož,PODRAVSKA,46.40985063;16.17433292,0,173.43,98,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;108.26--A4;18.87--RAZCEP DRAŽENCI;0.62--OBVOZNICA;2.75--PUHOV MOST;0.46--OBVOZNICA;0.55--ORMOŠKA CESTA;1.35--SPUHLJA;2.76--BOROVCI;1.61--MEZGOVCI OB PESNICI;1.65--MOŠKANJCI;0.46--CUNKOVCI;0.06--MOŠKANJCI;1.58--GORIŠNICA;2.53--ZAMUŠANI;0.66--OSLUŠEVCI;0.87--CVETKOVCI;1.61--TRGOVIŠČE;0.21--CVETKOVCI;0.09--TRGOVIŠČE;1.94--MIHOVCI PRI VEL. NEDELJI;2.24--ORMOŽ;0.15--OBVOZNICA ORMOŽ;3.03--ORMOŽ;0.5--PAVLOVCI;0.27--PUŠENCI;0.13
KMETEC FREDI S.P.,Podvinci 40,Podvinci,2250 Ptuj,PODRAVSKA,46.43440342;15.92119704,0,153.99,83,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;108.26--A4;18.87--RAZCEP DRAŽENCI;0.62--OBVOZNICA;2.75--PUHOV MOST;0.46--OBVOZNICA;0.55--ORMOŠKA CESTA;0.05--PUHOVA ULICA;1.18--DORNAVSKA CESTA;0.29--ČARMANOVA ULICA;0.34--CESTA 8. AVGUSTA;1.0--PODVINCI;1.42
KOLARIČ BRANKO S.P.,Ormoška cesta 81 A,Ptuj,2250 Ptuj,PODRAVSKA,46.41273367;15.89566105,0,150.63,79,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;108.26--A4;18.87--RAZCEP DRAŽENCI;0.62--OBVOZNICA;2.75--PUHOV MOST;0.46--OBVOZNICA;0.55--ORMOŠKA CESTA;0.92
KOLARIČ IVAN S.P.,Bukovci 121 C,Bukovci,2281 Markovci,PODRAVSKA,46.38379298;15.95655147,0,157.23,86,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;108.26--A4;18.87--RAZCEP DRAŽENCI;0.62--OBVOZNICA;2.75--PUHOV MOST;0.46--OBVOZNICA;0.55--ORMOŠKA CESTA;1.35--SPUHLJA;1.74--ZABOVCI;0.79--MARKOVCI;1.01--NOVA VAS PRI MARKOVCIH;1.4--BUKOVCI;1.24
KORŽE MARJAN D.O.O.,Breg 18 B,Breg,2322 Majšperk,PODRAVSKA,46.33818401;15.73620686,0,133.54,80,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;97.9--SLOVENSKA BISTRICA - SEVER;0.2--PRIKLJUČEK SLOVENSKA BISTRICA - SEVER;0.5--POKOŠE;1.5--SPODNJA POLSKAVA;0.45--;0.27--LESKOVEC;1.1--ČREŠNJEVEC;1.06--;0.22--ČREŠNJEVEC;0.13--VRHLOGA;2.08--TRNOVEC PRI SLOVENSKI BISTRICI;1.85--;0.75--SESTRŽE;2.67--SAVINSKO;0.56--MEDVEDCE;0.07--LEŠJE;0.03--MEDVEDCE;0.12--LEŠJE;0.92--MAJŠPERK;2.67--BREG;0.3
LJUBEC DRAGO S.P.,Spodnja Hajdina 7,Spodnja Hajdina,2288 Hajdina,PODRAVSKA,46.41502745;15.8471772,0,144.54,76,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;108.26--A4;14.77--HAJDINA;0.12--PRIKLJUČEK HAJDINA;0.17--ZGORNJA HAJDINA;2.05--SPODNJA HAJDINA;0.49--MARIBORSKA CESTA;0.48
